brand,image,name,new_price,old_price,rating
Awei,"https://bd.daraz.io/j__UkW9S748_hxDhOENicDqFNc4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/49/8427/1.jpg?8119",T8 Dual Bluetooth Headphones - Black,"3,499.00","4,999.00",0
Samsung,"https://bd.daraz.io/RETn6WzNlNdqGNYuhY_hesaEhso=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/1037/1.jpg?1370",Full Coverage Curved Tempered Glass for Galaxy S7 Edge - Silver,880.00,950.00,0
Anas Group,"https://bd.daraz.io/T6QlityZVZJYBkJIcIs9BRp8uL8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/44/1047/1.jpg?1831",Waterproof Mobile Pouch Bag,287.00,400.00,0
DA,"https://bd.daraz.io/6v5zhGnbjVEColQZKYWOJVqy6Ns=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/02/9037/1.jpg?3577",Youtube Pop Socket Mobile Grip Holder - Black,220.00,450.00,0
Rock,"https://bd.daraz.io/itVhk5GYqU87aTclE1wTMT7PrS4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/46/1627/1.jpg?6791",3.5mm Stereo Earphone in line control with mic For iPhone Samsung Y1 - Black,334.00,850.00,1
Xiaomi,"https://bd.daraz.io/T_rpC4tHexLMO-WAY9g8rZgCehM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/09/9327/1.jpg?6272",Tempered Glass Screen Protector for Redmi 5 - Transparent ,80.00,360.00,0
REMAX,"https://bd.daraz.io/aEmZz-4LGsfK-Z5eFqyERqfF47c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/55/0027/1.jpg?7756",RM-515 Candy Series In-Ear Earphone - Black,299.00,900.00,0
Xiaomi,"https://bd.daraz.io/eJhGjQdm0yXhr5YejLn169RN4FA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/90/8627/1.jpg?9441",Mi Basic  In-Ear Headphone - Purple,399.00,599.00,0
Hoco,"https://bd.daraz.io/l_oqwtbvTGZT7DnMFZjPoEJnl_w=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/5627/1.jpg?6441",UH101 Charger Set with Micro USB Cable -  White,356.00,900.00,0
Xiaomi,"https://bd.daraz.io/wikOgjNRiOnt-nc-omu06P2wJ_Q=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/27/0927/1.jpg?7326",Mi Power Bank version 2 - 10000mAh - Deep Blue,"1,450.00","1,690.00",0
Awei,"https://bd.daraz.io/2aDpy1wLqto9Tu_Ymuu3rJxaLdk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/64/3627/1.jpg?2113",ES15hi Stereo Earphones - Black,389.00,800.00,0
Smart Gadget,"https://bd.daraz.io/zmfHxZCuAJPPsLG13-oDZMGzTvk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/66/9232/1.jpg?2414",Clear Transparent Hard Case For iphone 7 Plus - Transparent,99.00,150.00,3
JBL,"https://bd.daraz.io/l5Iw4QvvQg76cDBVBR_50b_HYuA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/98/8647/1.jpg?8136",B20 Mini Portable Wireless Speaker - Blue,750.00,"1,000.00",0
REMAX,"https://bd.daraz.io/eLpGXdoAEpnMVuOBt5fMPUaLQwo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/35/2647/1.jpg?3764",Proda Dual-USB Power Bank 30000mAh - Black,"2,455.00","2,505.00",0
Brothers Tech,"https://bd.daraz.io/PysoM4ItGKGjfTwXsgSykqz5Sd8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/80/6937/1.jpg?4222",Back Cover for Redmi Note 4X - Black,119.00,250.00,0
REMAX,"https://bd.daraz.io/nwkyDXEpKFov1mAZpOgR1q6O5lE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/0427/1.jpg?9060",Rm 512 In-Ear Headphone - Maroon and Black,222.00,450.00,0
UiiSii,"https://bd.daraz.io/CweraMdj-EUpBDe2KPXM6nWSVbM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/39/3417/1.jpg?1698",HI-805 HiFi Super Bass Stereo Headphone - Black,"1,350.00","2,350.00",0
Smart Gadgets BD,"https://bd.daraz.io/1r-4cWLSJYap4dMZphCq6A1F5Fs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/55/8752/1.jpg?9385",UIISII HM7 Stereo Headphone - Grey,380.00,578.00,1
Brother Tech,"https://bd.daraz.io/06FscIZmw5DueWG6s3M-_pF2Swg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/97/4547/1.jpg?6646",5D Glass Screen Protector for Huawei Y9 (2018) - Black and Transparent,180.00,400.00,0
Hoco,"https://bd.daraz.io/e49I5srW_xZecXlFHfPkscsoiOQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/34/4427/1.jpg?9266",USB Type-C To OTG connector - Black,350.00,550.00,0
Brothers Tech,"https://bd.daraz.io/oxv3xDeRbXaLOaVlOhn1lym8KZQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/5396/1.jpg?2574",2-In-1 Lightning and Micro-USB Magnetic  Cable - Gold,425.00,583.00,0
Xiaomi,"https://bd.daraz.io/FbcW9AzpsRCZOhlh9cCqCY6NGZg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/61/3847/1.jpg?1978",Silicon Strap MI Band 2 - Black,304.00,354.00,0
,"https://bd.daraz.io/zp3gZDqG3Nym3_Po7bWlAKpUiJM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/84/8507/1.jpg?9772",Back Cover for Xiaomi Redmi 5 Plus - Multicolor,199.00,250.00,0
Ldnio,"https://bd.daraz.io/5lqqNjHtyWC7JQDzm7jNCZdbPpA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/8137/1.jpg?1530",A2405Q - Qualcomm Quick Charger with Cable - White and Red,750.00,800.00,0
,"https://bd.daraz.io/8WhPLCWUVr6ZIobAobgeJgqkOKc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/41/9617/1.jpg?0518",Mini Bluetooth Wireless Headphone - Black,250.00,300.00,0
MR Shop,"https://bd.daraz.io/s8urLPFBAiVCP8r85zVve-hNKH0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/68/5627/1.jpg?6478",iPhone Charger with USB Cable for Iphone 5/6/6+ - White,"1,112.00","1,900.00",0
Ldnio,"https://bd.daraz.io/-Z_i9yZ2E1n26Org4yaVaKxA7gk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/14/9532/1.jpg?1654",Travel Charger for iPhone 5/6/7 - White,280.00,426.00,2
Brother Tech,"https://bd.daraz.io/4I46fjueeaFbcAmnfCSOAKwCPrI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/70/9547/1.jpg?0544",5D Tempered Glass for Samsung J5 Prime - Black and Transparent,180.00,450.00,0
Nillkin,"https://bd.daraz.io/8opgQZ4CqV6BxKCKZ9JUCT382lA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/96/7747/1.jpg?4017",Super Frosted Shield Back Cover for Asus Zenfone 3 Ultra(ZU680KL) - Gold,525.00,575.00,0
Samsung,"https://bd.daraz.io/w5WrCCo5De6lEuFN6lUv58HVUUI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/48/8127/1.jpg?3638","USB Travel Adapter 2.0 AMP Fast Charger Charger for Samsung Galaxy S8, S8 Plus - White",99.00,380.00,0
REMAX,"https://bd.daraz.io/yOW_3TnSe1gFaOmFIPVTIUCxR5Q=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/58/0927/1.jpg?7529",PPP-9 Power Bank - 12000mAh - White,"1,300.00","1,400.00",0
Gadgets & Gizmos,"https://bd.daraz.io/EmsCPQlPqqdi5BiUmfQ8dNGM5KE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/53/6817/1.jpg?8854",VR BOX 2 Virtual Reality 3D Glasses for Smartphone - Black and White,295.00,600.00,0
Awei,"https://bd.daraz.io/wst9MR_toEdsZ6Sx1L9ef62aIro=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/31/4517/1.jpg?7471",001 Aux Cable - Black and gold,278.00,620.00,0
Nillkin,"https://bd.daraz.io/VR3fQ_xtmWNxH_12iBExfl5CbVQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/51/8747/1.jpg?5212",Super Frosted Shield Back Cover for Samsung Galaxy J7 Prime - Black,504.00,554.00,0
Box Gadgets,"https://bd.daraz.io/jhdxuaeZbuvxFvdsW3K_JR3E4yw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/69/6642/1.jpg?7265",OTG Micro USB Cable Adapter - Black,19.00,29.00,21
Smart Gadgets BD,"https://bd.daraz.io/DPfXHKkIS-mgJbL9ZwK7hWZg6Hc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/49/2952/1.jpg?2054",Portable Mini USB Fan - Blue,65.00,100.00,1
Brother Tech,"https://bd.daraz.io/Wqq7utX0gEJ4fW6WFRnpn6a5M4w=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/15/4727/1.jpg?6324",Glass Protector for Redmi Note 5 Pro - Transparent,60.00,100.00,0
REMAX,"https://bd.daraz.io/9tYU5CiP0-bp5qF3BYV9YMYiDm0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/51/6427/1.jpg?5026",Neckband RB-S6 Bluetooth Headphone - Black,"1,999.00","2,999.00",0
REMAX,"https://bd.daraz.io/fwzcWYscCltMP_Z8xkgUOVKcTMY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/24/8817/1.jpg?7075",RM-512 In-Ear Earphone - Black,234.00,700.00,0
Brothers Tech,"https://bd.daraz.io/ULdbFdlp6swaWR06L9ldJutnB1k=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/10/6937/1.jpg?4148",Back Cover for Redmi 5 - Blue,119.00,250.00,0
REMAX,"https://bd.daraz.io/TgriuPftE-hkLeOqpA2SRWuGTF4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/52/3627/1.jpg?1832",Touch Music Earphone with Mic - RM-510 - Black,356.00,790.00,0
Xiaomi,"https://bd.daraz.io/FJ7lNvOilFV9MT5sn2SAWGtpQto=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/57/5447/1.jpg?0673",LED 240LM Minimalist Portable Flashlight and Power Bank - White,"2,550.00","2,650.00",0
Xiaomi,"https://bd.daraz.io/EndYhydiBwQ6KGNk4-3Jsv_Wl1M=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/46/5447/1.jpg?0672",Mi Pen - White,499.00,650.00,0
Baseus,"https://bd.daraz.io/fj1P736iY0H97Hs_lHTMdA3FgD0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/06/5447/1.jpg?0672",USB Type C to HDMI Male Video Adapter Cable - Grey,"2,250.00","2,799.00",0
Baseus,"https://bd.daraz.io/5_VMy9UWw0wo5-Aj4VcgocNSDO0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/55/5447/1.jpg?0674",Male to Female USB Type-C OTG Converter - Black,299.00,499.00,0
JBL,"https://bd.daraz.io/-gfCO3s-LGz52gF6ULkZzGBauVk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/64/5447/1.jpg?0671",T180A Stereo In-ear Headphone - Silver,"2,750.00","2,850.00",0
UiiSii,"https://bd.daraz.io/e8SS_fd1s4-y0OSuBVCxxdh2FB8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/82/5447/1.jpg?0670",C100  Super Bass Stereo In Ear Headphone - Black,249.00,280.00,0
Electronics House,"https://bd.daraz.io/qCvpLTWCvl2pK_vAuWSIMk0MVuU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/31/5447/1.jpg?0522",16GB Class 10 Micro SD HC Memory Card - Black,795.00,799.00,0
Rock,"https://bd.daraz.io/Vhj4dZovsxHBCnDy9OJ-ET6rGZs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/01/5447/1.jpg?0670",Odin Power Bank 10000mAh - Black,"1,700.00","1,790.00",0
JBL,"https://bd.daraz.io/tmNHZcKdeOGcn4zb-zscb3oHYsQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/59/4447/1.jpg?0669",T180A Stereo Earphones - Red,"2,750.00","2,850.00",0
REMAX,"https://bd.daraz.io/UiFK_nmaLbMMV2lgSd3yiG2oMfY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/49/4447/1.jpg?0669",RM-610D Super Bass In-Ear Earphone - Red and Black,460.00,470.00,0
Rock,"https://bd.daraz.io/-fr_5T80gd_eFozYaGz4eJEqGmk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/48/4447/1.jpg?0669",EB10 Hifi TWS Stereo Bluetooth Earphone with Mic - Black,"4,550.00","4,650.00",0
Awei,"https://bd.daraz.io/X42TuuP5hOocDRGgxcUfCNJkbQY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/38/4447/1.jpg?0666",A921BL - Wireless Bluetooth Earphone - Black and Blue,"1,145.00","1,450.00",0
UiiSii,"https://bd.daraz.io/f6ie2OfptPG1XPYFskjxtCjYcDE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/86/4447/1.jpg?0667",HI-805 HiFi Super Bass Stereo Headphone - Black,"1,699.00","2,400.00",0
Samsung,"https://bd.daraz.io/E8e7sCnDC2fnDaHycZs65lc-E30=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/43/4447/1.jpg?0583",128GB Class 10 SD Memory Card - Orange,"5,500.00","5,550.00",0
REMAX,"https://bd.daraz.io/WtfINzaHY7v6Lzq0Wh6D3iYv94E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/12/4447/1.jpg?0582",RL-L200 3.5mm Aux Audio 2000mm Cable - Red,290.00,299.00,0
REMAX,"https://bd.daraz.io/QjkqLFg02WTXRAW4VbZ_igLcsoo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/91/4447/1.jpg?0582",RL-L200 3.5mm Aux Audio 2000mm Cable  Gold,290.00,299.00,0
REMAX,"https://bd.daraz.io/NZZVOwOPrD0C84QulS0Lz3WMjGA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/4447/1.jpg?0581",RB-S8  Wireless Bluetooth Earphone - Black,"1,700.00","2,473.00",0
REMAX,"https://bd.daraz.io/rGwTtCSgYZd4SYqrqtOCytT4x3k=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/01/4447/1.jpg?0581",RB-S8  Wireless Bluetooth Earphone - White,"1,390.00","1,411.00",0
yourcart,"https://bd.daraz.io/-4R8tKYvYhPR9iBUWobAk578duw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/62/9037/1.jpg?3736",4 Port usp 2.o hub with induvidual power switches - Black,192.00,252.00,0
QKZ,"https://bd.daraz.io/W0cei4XzuFIi2UrHUzNO7Tnh2b8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/60/3447/1.jpg?1374",DM4 In Ear Earphones Dynamic With Hybrid Unit - Black,589.00,700.00,0
Awei,"https://bd.daraz.io/nsEwSAT50FqwvN3y5zUcn3D3r8I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/32/5447/1.jpg?0671",Y230 Mini Bluetooth Speaker - Blue,"1,640.00","3,000.00",0
Brothers Tech,"https://bd.daraz.io/EHSwnsGGDpuX7JWZor1A23HvwLc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/03/6937/1.jpg?4622",Back Cover for mi 6x/A2 - Black,119.00,250.00,0
Xiaomi,"https://bd.daraz.io/yKI9p4_YsRHohQW3qWkP60dz3cg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/78/5917/1.jpg?0870",MI Micro USB Quick Charge 3.0 Supported Cable,250.00,550.00,0
Brothers Tech,"https://bd.daraz.io/M15FNUlJk5jSGg5x4Kiu65yYeWU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/70/7886/1.jpg?3378",S530 Mini Bluetooth Wireless Earphones - Black,190.00,600.00,0
REMAX,"https://bd.daraz.io/67TvkimHLTSfGxVPJI4ycs0lYfM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/90/0227/1.jpg?5157",PRODA 5000mAh Power Bank E5 - Yellow,525.00,900.00,0
Locust,"https://bd.daraz.io/WfW6pdS1EXnNw53pT7urLmB2PLM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/77/8127/1.jpg?1341",Selfie Stick - Black,130.00,450.00,0
TVC,"https://bd.daraz.io/gdG7uIVXj6L-R8skKEBjEG1JNbI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/66/7627/1.jpg?7721",S530 - Mini Bluetooth Earphones - Golden,190.00,600.00,0
Smart Gadgets BD,"https://bd.daraz.io/CdsymhpYvcEux8lwx1B8PH8iDXo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/31/1626/1.jpg?1253",Transparent TPU Back Case for Redmi 5 Plus,99.00,150.00,1
Smart Gadgets BD,"https://bd.daraz.io/g82okB6YedONDt4KSINtin5gGhU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/44/9672/1.jpg?2036",Hybrid SIM Slot Adapter to Run 2 SIM And Micro SD Card,145.00,696.50,22
Awei,"https://bd.daraz.io/PrU-RUyvfbsGkyxis-njnm-6y-c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/34/4447/1.jpg?0584",A890BL - Wireless Bluetooth Earphone - Black and Red,"1,350.00","1,900.00",0
MR Shop,"https://bd.daraz.io/Xel_F07__R0APMOnuRQOFHSHFik=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/77/1917/1.jpg?0167",S6 Wireless Bluetooth Sports Stereo Headset - Black,454.00,"1,050.00",0
Samsung,"https://bd.daraz.io/9qugDYKy_vZ8fJkdZctWa3eKViM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/03/817/1.jpg?1268",Samsung Galaxy Grand Prime Tempered Glass Protector Ultra-Clear,111.00,220.00,0
Brother Tech,"https://bd.daraz.io/w4fg-2B9jg0o8DydCuR_REiVJyE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/34/9696/1.jpg?5227",Carbon Fiber Sticker for iPhone 5 - Transparent,89.00,120.00,0
REMAX,"https://bd.daraz.io/6yu1Qk3vJERAsSc48RmcGt2DNA8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/03/8642/1.jpg?0637",REMAX Micro USB Fast Charger Cable - White,59.00,90.00,54
Xiaomi,"https://bd.daraz.io/edS-OTLwmyyR3cL74qm8tsw9ESo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/48/1322/1.jpg?6639",Transparent Case Cover for Xiaomi Redmi Note 3,99.00,150.00,1
Smart Gadget,"https://bd.daraz.io/D-PtUR9WP6ns6xAPNqmkKffHj1E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/3051/1.jpg?2269",Micro USB to Lightning Adapter Converter - White,30.00,46.00,14
Box Gadgets,"https://bd.daraz.io/RK1e2bksf7x16J_8yttn3GBfI9k=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/57/0082/1.jpg?1900",OTG Cable for Android,19.00,29.00,5
Awei,"https://bd.daraz.io/_s9FezwhKBnz9N4o2omiU-u5ZGY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/97/4447/1.jpg?0665",A880BL Wireless Earphone - Black and Blue,"1,350.00","2,300.00",0
Smart Gadgets BD,"https://bd.daraz.io/29K1sv0D4FO-IA5djXCkCeNKUDw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/72/4427/1.jpg?9145",360 Full Protection Case for Xiaomi Redmi Note 4X - Black and Red,420.00,650.00,0
Gaoxinqi,"https://bd.daraz.io/m2vBdMBRN3mf9mYEtZpjTAvPWdw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/39/6147/1.jpg?3907",HA 39922P/T - Intercom Telephone - Black and Red,750.00,800.00,0
N Shop,"https://bd.daraz.io/zBOHcW6vH87lcMHrKLTx2PBWTgk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/59/4147/1.jpg?3620",Spy Video Camera Watch HD 32 GB - Black,"2,749.00","4,000.00",0
HuanMin,"https://bd.daraz.io/1gOEyq5RufXQGP2dbeBsXZtrXOc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/60/5047/1.jpg?7581",Flip Cover for Nokia 3 - Black,390.00,459.00,0
Gadget In All,"https://bd.daraz.io/jC869FEoP1WAmz2jy8oW1LZYVPc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/50/5047/1.jpg?7581",Nano Wireless USB Adapter - Black,390.00,459.00,0
Awei,"https://bd.daraz.io/-LOFKB9895cUe9IN_0QYyZmA8sk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/69/4047/1.jpg?7508",ES500i Earphone - Black and Blue,613.00,721.00,0
Celebrate,"https://bd.daraz.io/y2ZjT2bWBrSa6JCBLZjm8iCLdOU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/39/4047/1.jpg?7505",C8 Super Bass in-Ear Metal Bud Earphone - Black and Ash,558.00,656.00,0
Hi-Tech,"https://bd.daraz.io/oOMPVRUtBPiIrbt3wbvMm6FImbU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/54/7791/1.jpg?2300",Universal Mobile Ring Stand for Samsung - Grey,35.00,53.00,5
Awei,"https://bd.daraz.io/dqmmuPyJxpeFklG-sK21S4HNiYQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/29/4047/1.jpg?7505",A920 BL Sports Bluetooth Earphone - Black and Red,"1,226.00","1,442.00",0
Gadget In All,"https://bd.daraz.io/h45Jd53JkTg7iCryPJKVugQvm2c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/19/4047/1.jpg?7507",Folded Mount Holder - White,892.00,"1,049.00",0
Gadget In All,"https://bd.daraz.io/7UA_1ja4ufCP3BNSGRURTg5W48U=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/09/4047/1.jpg?7507",Bike Bicycle Phone Holder with Support Stand Mount - Black,390.00,459.00,0
Xiaomi,"https://bd.daraz.io/DBqEzRjdm6FPxrF0b-EZflJR3sc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/78/9327/1.jpg?5507",Tempered Glass Screen Protector for Mi Note 5A Prime - Transparent ,80.00,360.00,0
Awei,"https://bd.daraz.io/mbVDj7eyn2e_mMb4BTR3qTZ3VLA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/05/4447/1.jpg?0584",T8 Sport Wireless Bluetooth Headphones With Charging Dock Wireless Earbuds - Black,"2,900.00","2,997.00",0
REMAX,"https://bd.daraz.io/PQNkC_Git7DaJ9ALDsyuLqHN1V0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/20/5047/1.jpg?7583",Micro USB Lightning Adapter - Gold,223.00,262.00,0
REMAX,"https://bd.daraz.io/emZA3oWJFhDlTU6BpClDeu8tU_Y=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/10/5047/1.jpg?7583",Micro USB Type-C Adapter - Gold,223.00,262.00,0
REMAX,"https://bd.daraz.io/AYktq7hbquA9oEk8Rdx7ASD5bLo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/59/4047/1.jpg?7506",3.5 AUX Audio Cable - Black,390.00,459.00,0
REMAX,"https://bd.daraz.io/B_ce3rknTQO2S5Ck8JlWpYKc0nU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/49/4047/1.jpg?7508",RM-530 Headphone - Black,"1,103.00","1,298.00",0
REMAX,"https://bd.daraz.io/w7E1ozShQ3AdlLCrPMNuZBiV46Q=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/78/4047/1.jpg?7505",200 HB Bluetooth Headphone - Black,"2,340.00","2,753.00",0
Brothers Tech,"https://bd.daraz.io/Mc2O8EL1u71mVWviobr-73v36Pk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/23/6937/1.jpg?4620",Back Cover for mi 6x/A2 - Blue,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/GFPkkAvuMcPSGrsfXyJP5bR-F9o=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/12/6937/1.jpg?4621",Back Cover for Redmi Note 5A Prime - Blue,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/3w8EAcWTBMFx9XHv5lYUR_88CYA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/64/6937/1.jpg?4621",Back Cover for mi Note 4X - Blue,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/Urgr_0-tYYPCYCTYA9peS07cXbU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/73/6937/1.jpg?4620",Back Cover for mi Note 4X - Black,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/M3DFm-NYRCZRSp7VQKE0L4xSXKs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/82/6937/1.jpg?4622",Back Cover for Redmi 5+ - Black,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/eZSjXCz67d4lQdw1anL3E-sqWiI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/32/6937/1.jpg?4622",Back Cover for Redmi Note 5A Prime - Black,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/BSTVYQYVj8iOh-QCp8PzdwspeJQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/02/6937/1.jpg?4619",Back Cover for Redmi 5A - Black,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/5Md_00F81UlBTyBk44dLaen7IMY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/71/6937/1.jpg?4621",In-Ear Headphone for iPhone and Android - Black,250.00,400.00,0
Brothers Tech,"https://bd.daraz.io/n211evvteHcudkdI5OuoV3-rFHw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/31/6937/1.jpg?4222",Back Cover for Redmi 5A - Blue,119.00,250.00,0
Brothers Tech,"https://bd.daraz.io/quBQOdgW8ZWytwbsV1lqzudYd8E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(80)/product/90/6937/1.jpg?4221",Back Cover for Redmi Note 4X - Blue,119.00,250.00,0
